Order No,Product Name,Retail Price,Order Quantity,Sub Total,Expected Sub Total,Difference,Passes Audit
5310-1,"Alto Six-Outlet Power Strip, 4 Cord Length",$8.62,5.0,$462.73,$43.10,$419.63,False
5311-1,Binder Clips by OIC,$1.48,26.0,$68.12,$38.48,$29.64,False
5311-1,Apex Breferred Stainless Steel Scissors,$5.68,44.0,$198.60,$249.92,$-51.32,False
5311-1,Steady Major Accent Highlighters,$7.08,3.0,$41.34,$21.24,$20.10,False
5312-1,UGen Ultra Cordless Optical Suite,$100.97,33.0,"$5,867.90",$3332.01,$2535.89,False
5312-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,12.0,$35.92,$34.08,$1.84,False
5312-1,TechSavi Cordless Keyboard,$34.99,31.0,$599.55,$1084.69,$-485.14,False
5312-1,Artisan 479 Labels,$2.61,8.0,$198.42,$20.88,$177.54,False
5312-1,Bagged Rubber Bands,$1.26,9.0,$42.24,$11.34,$30.90,False
5313-1,Artisan 479 Labels,$2.61,43.0,$5.44,$112.23,$-106.79,False
5313-1,Smiths Metal Binder Clips,$2.62,7.0,$63.56,$18.34,$45.22,False
5314-1,Steady Pocket Accent Highlighters,$1.60,24.0,$42.90,$38.40,$4.50,False
5314-1,Artisan 481 Labels,$3.08,34.0,$194.30,$104.72,$89.58,False
5314-1,Artisan 474 Labels,$2.88,23.0,$29.76,$66.24,$-36.48,False
5314-1,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",$27.18,18.0,$682.86,$489.24,$193.62,False
5314-1,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",$1.95,27.0,$96.57,$52.65,$43.92,False
5315-1,"Alto Parchment Paper, Assorted Colors",$7.28,23.0,$21.84,$167.44,$-145.60,False
5315-1,Emerson C82 Color Inkjet Printer,$119.99,13.0,$492.95,$1559.87,$-1066.92,False
5315-1,Steady Pocket Accent Highlighters,$1.60,29.0,$43.20,$46.40,$-3.20,False
5315-1,Artisan Round Ring Poly Binders,$2.84,21.0,$62.20,$59.64,$2.56,False
5315-1,Cando PC940 Copier,$449.99,39.0,"$3,442.10",$17549.61,$-14107.51,False
5315-1,"Alto Parchment Paper, Assorted Colors",$7.28,8.0,$21.84,$58.24,$-36.40,False
5315-1,Apex Box Cutter Scissors,$10.23,22.0,$454.28,$225.06,$229.22,False
5316-1,Smiths Metal Binder Clips,$2.62,39.0,$99.30,$102.18,$-2.88,False
5316-1,Binding Machine Supplies,$29.17,43.0,$406.97,$1254.31,$-847.34,False
5316-1,Emerson C82 Color Inkjet Printer,$119.99,50.0,$479.96,$5999.50,$-5519.54,False
5316-1,"Steady Colorific Eraseable Coloring Pencils, 12 Count",$3.28,48.0,$73.50,$157.44,$-83.94,False
5316-1,Emerson C82 Color Inkjet Printer,$119.99,26.0,$479.96,$3119.74,$-2639.78,False
5316-1,Smiths Standardding Envelopes,$90.48,47.0,$116.35,$4252.56,$-4136.21,False
5318-1,Steady Liquid Accent Highlighters,$6.68,35.0,$100.20,$233.80,$-133.60,False
5318-1,UGen Ultra Cordless Optical Suite,$100.97,11.0,"$4,299.60",$1110.67,$3188.93,False
5318-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,25.0,$105.98,$71.00,$34.98,False
5319-1,Smiths Colored Interoffice Envelopes,$30.98,35.0,$462.71,$1084.30,$-621.59,False
5319-1,"Laser Neon Mac Format Diskettes, 10/Pack",$8.12,38.0,$33.88,$308.56,$-274.68,False
5319-1,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",$136.98,15.0,$354.35,$2054.70,$-1700.35,False
5320-1,Alto Memo Cubes,$5.18,37.0,$39.36,$191.66,$-152.30,False
5321-1,Xit Blank Computer Paper,$19.98,46.0,$439.65,$919.08,$-479.43,False
5321-1,Beekin 6 Outlet Metallic Surge Strip,$10.89,13.0,$36.04,$141.57,$-105.53,False
5322-1,Artisan 474 Labels,$2.88,7.0,$130.64,$20.16,$110.48,False
5322-1,Artisan 474 Labels,$2.88,30.0,$5.94,$86.40,$-80.46,False
5323-1,Smiths Metal Binder Clips,$2.62,8.0,$38.94,$20.96,$17.98,False
5323-1,UGen RF Keyboard,$159.99,8.0,"$7,999.50",$1279.92,$6719.58,False
5323-1,TechSavi Internet Navigator Keyboard,$30.98,8.0,$959.92,$247.84,$712.08,False
5324-1,Artisan 479 Labels,$2.61,37.0,$22.70,$96.57,$-73.87,False
5324-1,Artisan 474 Labels,$2.88,46.0,$34.40,$132.48,$-98.08,False
5324-1,Apex Straight Scissors,$12.98,7.0,$400.50,$90.86,$309.64,False
5324-1,Artisan 479 Labels,$2.61,48.0,$23.92,$125.28,$-101.36,False
5324-1,Emerson C82 Color Inkjet Printer,$119.99,10.0,$959.92,$1199.90,$-239.98,False
5324-1,Artisan 481 Labels,$3.08,37.0,$134.40,$113.96,$20.44,False
5324-1,Emerson C82 Color Inkjet Printer,$119.99,42.0,$959.92,$5039.58,$-4079.66,False
5324-1,Emerson C82 Color Inkjet Printer,$119.99,49.0,$959.92,$5879.51,$-4919.59,False
5324-1,Emerson C82 Color Inkjet Printer,$119.99,12.0,$989.92,$1439.88,$-449.96,False
5324-1,Emerson C82 Color Inkjet Printer,$119.99,32.0,$959.92,$3839.68,$-2879.76,False
5324-1,Emerson Stylus 1520 Color Inkjet Printer,$500.97,43.0,$473.58,$21541.71,$-21068.13,False
5324-2,Binder Posts,$5.74,1.0,$162.70,$5.74,$156.96,False
5325-1,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",$136.98,18.0,"$3,040.14",$2465.64,$574.50,False
5325-1,Apex Straight Scissors,$12.98,24.0,$142.08,$311.52,$-169.44,False
5325-1,Deluxe Rollaway Locking File with Drawer,$415.88,24.0,"$1,876.85",$9981.12,$-8104.27,False
5325-1,Steady Pocket Accent Highlighters,$1.60,13.0,$106.98,$20.80,$86.18,False
5326-1,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$34.76,8.0,"$2,007.53",$278.08,$1729.45,False
5326-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,38.0,"$2,007.53",$1556.86,$450.67,False
5326-1,Smiths General Use 3-Ring Binders,$1.88,32.0,$59.34,$60.16,$-0.82,False
5326-1,Economy Rollaway Files,$165.20,34.0,"$6,328.68",$5616.80,$711.88,False
5326-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,41.0,"$2,007.53",$1679.77,$327.76,False
5326-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,14.0,"$2,007.53",$573.58,$1433.95,False
5326-1,Wirebound Voice Message Log Book,$4.76,48.0,$159.84,$228.48,$-68.64,False
5326-1,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",$6.47,50.0,$147.74,$323.50,$-175.76,False
5326-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,49.0,"$2,007.53",$2007.53,$0.00,True
5326-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,33.0,"$2,007.53",$1206.15,$801.38,False
5326-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,30.0,"$2,007.53",$1229.10,$778.43,False
5326-1,Cando PC940 Copier,$449.99,25.0,"$4,196.10",$11249.75,$-7053.65,False
5326-1,Economy Rollaway Files,$165.20,20.0,$91.66,$3304.00,$-3212.34,False
5326-1,Steady 52201 APSCO Electric Pencil Sharpener,$40.97,49.0,"$2,007.53",$2007.53,$0.00,True
5326-1,Economy Rollaway Files,$165.20,13.0,$448.65,$2147.60,$-1698.95,False
5327-1,Lumi Crayons,$9.85,12.0,"$2,017.52",$118.20,$1899.32,False
5327-1,Artisan 481 Labels,$3.08,45.0,$113.00,$138.60,$-25.60,False
5328-1,Smiths Metal Binder Clips,$2.62,15.0,$123.14,$39.30,$83.84,False
5328-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,3.0,$52.82,$8.52,$44.30,False
5328-1,Smiths Standard Envelopes,$5.68,10.0,$123.14,$56.80,$66.34,False
5328-1,Economy Binders,$2.08,1.0,$20.90,$2.08,$18.82,False
5328-1,Smiths Metal Binder Clips,$2.62,27.0,$123.14,$70.74,$52.40,False
5328-1,"Creator Anti Dust Chalk, 12/Pack",$1.82,46.0,$356.92,$83.72,$273.20,False
5328-1,Smiths General Use 3-Ring Binders,$1.88,28.0,$96.60,$52.64,$43.96,False
5328-1,Smiths Pushpins,$1.88,31.0,$123.14,$58.28,$64.86,False
5328-1,Smiths Metal Binder Clips,$2.62,39.0,$123.14,$102.18,$20.96,False
5329-1,Artisan 479 Labels,$2.61,33.0,$34.40,$86.13,$-51.73,False
5329-1,EcoTones Memo Sheets,$4.00,10.0,$154.98,$40.00,$114.98,False
5329-1,EcoTones Memo Sheets,$4.00,33.0,$157.22,$132.00,$25.22,False
5329-1,EcoTones Memo Sheets,$4.00,30.0,$154.98,$120.00,$34.98,False
5329-1,Artisan Printable Repositionable Plastic Tabs,$8.60,34.0,$338.56,$292.40,$46.16,False
5330-1,Steady Pocket Accent Highlighters,$1.60,46.0,$40.00,$73.60,$-33.60,False
5330-1,Apex Box Cutter Scissors,$10.23,1.0,$467.22,$10.23,$456.99,False
5330-1,Steady Pocket Accent Highlighters,$1.60,22.0,$40.00,$35.20,$4.80,False
5331-1,Steady Major Accent Highlighters,$7.08,41.0,$85.20,$290.28,$-205.08,False
5332-1,Bagged Rubber Bands,$1.26,29.0,$11.34,$36.54,$-25.20,False
5332-1,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",$136.98,50.0,$378.50,$6849.00,$-6470.50,False
5332-1,Alto Memo Cubes,$5.18,36.0,$180.82,$186.48,$-5.66,False
5332-1,UGen Ultra Professional Cordless Optical Suite,$300.97,12.0,"$1,011.52",$3611.64,$-2600.12,False
5333-1,Apex Box Cutter Scissors,$10.23,8.0,$439.58,$81.84,$357.74,False
5333-1,Apex Box Cutter Scissors,$10.23,22.0,$437.42,$225.06,$212.36,False
5334-1,Artisan Hanging File Binders,$5.98,50.0,$149.50,$299.00,$-149.50,False
5334-1,Alto Memo Cubes,$5.18,37.0,$105.48,$191.66,$-86.18,False
5334-1,Wirebound Voice Message Log Book,$4.76,8.0,$149.50,$38.08,$111.42,False
5334-1,Apex Design Stainless Steel Bent Scissors,$6.84,41.0,$239.40,$280.44,$-41.04,False
5334-1,TechSavi Internet Navigator Keyboard,$30.98,10.0,$242.04,$309.80,$-67.76,False
5334-1,Artisan Hanging File Binders,$5.98,38.0,$149.20,$227.24,$-78.04,False
5334-1,Cando PC940 Copier,$449.99,20.0,"$2,942.99",$8999.80,$-6056.81,False
5334-1,Artisan Hanging File Binders,$5.98,6.0,$159.20,$35.88,$123.32,False
5334-1,"Alto Parchment Paper, Assorted Colors",$7.28,34.0,$223.72,$247.52,$-23.80,False
5334-1,Wirebound Voice Message Log Book,$4.76,34.0,"$11,436.86",$161.84,$11275.02,False
5334-1,Artisan Poly Binder Pockets,$3.58,6.0,$149.50,$21.48,$128.02,False
5334-1,Artisan Hanging File Binders,$5.98,10.0,$149.50,$59.80,$89.70,False
5335-1,Artisan 474 Labels,$2.88,22.0,$95.06,$63.36,$31.70,False
5335-1,Artisan Husing File Binders,$5.98,37.0,$100.98,$221.26,$-120.28,False
5335-1,Alto Keyboard-In-A-Box,$29.10,48.0,$360.06,$1396.80,$-1036.74,False
5335-2,"OIC Colored Binder Clips, Assorted Sizes",$3.58,32.0,$107.40,$114.56,$-7.16,False
5335-2,"OIC Colored Binder Clips, Assorted Sizes",$3.58,45.0,$107.40,$161.10,$-53.70,False
5335-2,"OIC Colored Binder Clips, Assorted Sizes",$3.58,20.0,$107.40,$71.60,$35.80,False
5336-1,PastelOcean Color Pencil Set,$19.84,34.0,$73.92,$674.56,$-600.64,False
5336-1,Smiths Pushpins,$1.88,50.0,$600.94,$94.00,$506.94,False
5336-1,Binder Clips by OIC,$1.48,42.0,$36.40,$62.16,$-25.76,False
5336-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,29.0,$441.60,$862.46,$-420.86,False
5336-1,OIC Thumb-Tacks,$1.14,37.0,$56.40,$42.18,$14.22,False
5336-1,Smiths Metal Binder Clips,$2.62,38.0,$41.45,$99.56,$-58.11,False
5337-1,Apex Office Executive Series Stainless Steel Trimmers,$8.57,25.0,$141.32,$214.25,$-72.93,False
5338-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,31.0,$90.06,$693.78,$-603.72,False
5338-1,Artisan 478 Labels,$4.91,22.0,$89.90,$108.02,$-18.12,False
5339-1,Artisan 487 Labels,$3.69,29.0,$149.50,$107.01,$42.49,False
5339-1,Artisan Arch Ring Binders,$58.10,22.0,$574.50,$1278.20,$-703.70,False
5339-1,Artisan Poly Binder Pockets,$3.58,39.0,$95.76,$139.62,$-43.86,False
5340-1,Artisan Non-Stick Binders,$4.49,29.0,$69.52,$130.21,$-60.69,False
5340-1,Artisan 478 Labels,$1.98,32.0,$51.93,$63.36,$-11.43,False
5340-1,Artisan 477 Labels,$4.91,38.0,$63.52,$186.58,$-123.06,False
5340-1,Artisan 479 Labels,$2.61,22.0,$33.62,$57.42,$-23.80,False
5340-1,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,$3.85,24.0,$51.93,$92.40,$-40.47,False
5340-1,Artisan 479 Labels,$2.61,8.0,$51.93,$20.88,$31.05,False
5340-1,Artisan Reinforcements for Hole-Punch Pages,$1.98,32.0,$51.93,$63.36,$-11.43,False
5341-1,Artisan 48 Labels,$6.30,26.0,$119.24,$163.80,$-44.56,False
5341-1,Smiths File Caddy,$9.38,8.0,$123.04,$75.04,$48.00,False
5341-1,Artisan 479 Labels,$2.61,33.0,$107.80,$86.13,$21.67,False
5342-1,Artisan Hi-Liter Smear-Safe Highlighters,$5.84,42.0,$19.56,$245.28,$-225.72,False
5342-1,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,$3.85,28.0,$19.56,$107.80,$-88.24,False
5342-1,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$8.14,22.0,$19.56,$179.08,$-159.52,False
5342-1,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,$3.85,25.0,$19.56,$96.25,$-76.69,False
5342-1,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighter, Yellow Ink",$1.95,22.0,$19.56,$42.90,$-23.34,False
5342-1,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$8.14,38.0,$19.56,$309.32,$-289.76,False
5342-1,Artisan 474 Labels,$2.88,18.0,$206.91,$51.84,$155.07,False
5343-1,Artisan 479 Labels,$2.61,41.0,$3.52,$107.01,$-103.49,False
5343-1,Apex Preferred Stainless Steel Scissors,$5.68,34.0,$120.78,$193.12,$-72.34,False
5344-1,Artisan 481 Labels,$3.08,39.0,$40.00,$120.12,$-80.12,False
5344-1,Security-Tint Envelopes,$7.64,35.0,$359.64,$267.40,$92.24,False
5344-1,Pizazz Drawing Pencil Set,$2.78,35.0,$8.94,$97.30,$-88.36,False
5345-1,Artisan 478 Labels,$4.91,14.0,$28.52,$68.74,$-40.22,False
5345-1,Artisan 481 Labels,$3.08,21.0,$26.20,$64.68,$-38.48,False
5345-1,Artisan Printable Repositionable Plastic Tabs,$8.60,8.0,$197.80,$68.80,$129.00,False
5345-1,Apex Forged Steel Scissors with Black Enamel Handles,$9.31,36.0,$383.68,$335.16,$48.52,False
5345-1,Artisan Printable Repositionable Plastic Tabs,$8.60,37.0,$197.80,$318.20,$-120.40,False
5345-1,Artisan 48 Labels,$6.30,50.0,$31.60,$315.00,$-283.40,False
5345-1,Artisan Printable Repositionable Plastic Tabs,$8.60,9.0,$197.80,$77.40,$120.40,False
5345-1,Aluminum Document Frame,$12.22,43.0,$197.80,$525.46,$-327.66,False
5345-1,Artisan 484 Labels,$2.88,33.0,$80.88,$95.04,$-14.16,False
5345-1,Artisan Printable Repositionable Plastic Tabs,$8.60,39.0,$197.80,$335.40,$-137.60,False
5345-1,Office Shears by Apex,$2.08,8.0,$74.90,$16.64,$58.26,False
5346-1,Smiths Metal Binder Clips,$2.62,46.0,$118.58,$120.52,$-1.94,False
5346-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,44.0,$283.72,$321.20,$-37.48,False
5346-1,Artisan 487 Labels,$3.69,24.0,$111.66,$88.56,$23.10,False
5347-1,Artisan Printable Repositionable Plastic Tabs,$8.60,42.0,$197.80,$361.20,$-163.40,False
5347-1,Artisan Hanging File Binders,$5.98,23.0,$369.00,$137.54,$231.46,False
5348-1,"Wirebound Message Book, 4 per Page",$5.43,10.0,$83.12,$54.30,$28.82,False
5349-1,Artisan 478 Labels,$4.91,7.0,$56.92,$34.37,$22.55,False
5350-1,"24 Capacity Maxi Data Binder Racks, Pearl",$210.55,37.0,$986.06,$7790.35,$-6804.29,False
5350-1,Beekin 105-Key Black Keyboard,$19.98,35.0,"$1,079.29",$699.30,$379.99,False
5351-1,Beekin 105-Key Black Keyboard,$19.98,39.0,$345.42,$779.22,$-433.80,False
5351-1,Smiths Standard Envelopes,$5.68,5.0,$98.31,$28.40,$69.91,False
5351-1,"Alto Parchment Paper, Assorted Colors",$7.28,39.0,$181.60,$283.92,$-102.32,False
5352-1,"OIC Colored Binder Clips, Assorted Sizes",$3.58,46.0,$26.90,$164.68,$-137.78,False
5353-1,Wirebound Voice Message Log Book,$4.76,21.0,"$2,007.53",$99.96,$1907.57,False
5353-1,Artisan 474 Labels,$2.88,11.0,$126.08,$31.68,$94.40,False
5353-1,Artisan Hanging File Binders,$5.98,36.0,$167.08,$215.28,$-48.20,False
5354-1,TechSavi Cordless Elite Duo,$100.98,48.0,$100.98,$4847.04,$-4746.06,False
5354-1,Artisan 474 Labels,$2.88,25.0,$50.96,$72.00,$-21.04,False
5354-1,TechSavi Cordless Access Keyboard,$29.99,3.0,$100.98,$89.97,$11.01,False
5354-1,TechSavi Cordless Elite Duo,$100.98,8.0,$100.98,$807.84,$-706.86,False
5354-1,TechSavi Cordless Elite Duo,$100.98,20.0,$100.98,$2019.60,$-1918.62,False
5354-1,TechSavi Cordless Access Keyboard,$29.99,44.0,$100.98,$1319.56,$-1218.58,False
5355-1,Economy Rollaway Files,$165.20,43.0,$403.85,$7103.60,$-6699.75,False
5355-1,"Wirebound Message Book, 4 per Page",$5.43,26.0,$63.82,$141.18,$-77.36,False
5355-1,Cando PC940 Copier,$449.99,34.0,$110.98,$15299.66,$-15188.68,False
5355-1,Artisan 474 Labels,$2.88,5.0,$56.30,$14.40,$41.90,False
5356-1,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$8.14,47.0,$91.36,$382.58,$-291.22,False
5356-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,5.0,$390.56,$148.70,$241.86,False
5356-1,Steady Pocket Accent Highlighters,$1.60,31.0,$51.64,$49.60,$2.04,False
5356-1,Smiths General Use 3-Ring Binders,$1.88,34.0,$41.92,$63.92,$-22.00,False
5356-1,DFeek ODtal Color Pencil Set,$19.84,7.0,"$2,007.53",$138.88,$1868.65,False
5356-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,20.0,$52.82,$731.00,$-678.18,False
5356-1,Artisan 474 Labels,$2.88,37.0,$297.60,$106.56,$191.04,False
5357-1,OIC Bulk Pack Metal Binder Clips,$6.08,34.0,$169.80,$206.72,$-36.92,False
5357-1,Alto Perma 2700 Stacking Storage Drawers,$29.74,1.0,$579.42,$29.74,$549.68,False
5357-1,Artisan Legal 4-Ring Binder,$20.98,1.0,$482.54,$20.98,$461.56,False
5358-1,Artisan Round Ring Poly Binders,$2.84,1.0,$41.90,$2.84,$39.06,False
5358-1,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$8.14,17.0,$78.04,$138.38,$-60.34,False
5358-2,Desktop 3-Pocket Hot File,$54.10,18.0,"$2,272.20",$973.80,$1298.40,False
5358-2,Desktop 3-Rocket Hot File,$54.10,29.0,"$2,272.20",$1568.90,$703.30,False
5358-2,Desktop 3-Pocket Hot File,$54.10,34.0,"$2,252.20",$1839.40,$412.80,False
5359-1,"Alto Parchment Paper, Assorted Colors",$7.28,34.0,$260.02,$247.52,$12.50,False
5359-1,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",$136.98,50.0,"$2,465.64",$6849.00,$-4383.36,False
5359-1,Artisan 474 Labels,$2.88,1.0,$96.06,$2.88,$93.18,False
5359-1,Alto Perma 3000 Stacking Storage Drawers,$29.74,21.0,$522.84,$624.54,$-101.70,False
5359-1,Binding Machine Supplies,$29.17,40.0,"$1,079.29",$1166.80,$-87.51,False
5359-1,Apex Straight Scissors,$12.98,31.0,$371.68,$402.38,$-30.70,False
5359-1,Artisan Poly Binder Pockets,$3.58,22.0,$164.12,$78.76,$85.36,False
5359-1,Alto Memo Cubes,$5.18,3.0,$151.34,$15.54,$135.80,False
5359-1,PastelOcean Color Pencil Set,$19.84,17.0,$165.92,$337.28,$-171.36,False
5360-1,Emerson Stylus 1520 Color Inkjet Printer,$500.97,20.0,$541.26,$10019.40,$-9478.14,False
5360-1,Smiths Metal Binder Clips,$2.62,32.0,$84.20,$83.84,$0.36,False
5360-1,Economy Rollaway Files,$165.20,14.0,"$8,094.80",$2312.80,$5782.00,False
5360-1,Emerson LQ-870 Dot Matrix Printer,$535.64,40.0,$689.00,$21425.60,$-20736.60,False
5360-1,3Max Organizer Strips,$5.40,50.0,$78.00,$270.00,$-192.00,False
5361-1,TechSavi Access Keyboard,$15.98,6.0,$448.50,$95.88,$352.62,False
5362-1,Pizazz Drawing Pencil Set,$2.78,34.0,$65.10,$94.52,$-29.42,False
5362-1,Binder Clips by OIC,$1.48,7.0,$46.34,$10.36,$35.98,False
5362-1,UGen Ultra Professional Cordless Optical Suite,$100.97,32.0,"$4,568.60",$3231.04,$1337.56,False
5363-1,Binding Machine Supplies,$29.17,10.0,$105.80,$291.70,$-185.90,False
5363-1,Office Shears by Apex,$2.08,23.0,$89.44,$47.84,$41.60,False
5363-1,Smiths Gold Paper Clips,$2.98,38.0,$99.92,$113.24,$-13.32,False
5364-1,12 Colored Short Pencils,$2.60,10.0,$80.96,$26.00,$54.96,False
5364-1,Artisan Legal 4-Ring Binder,$20.98,16.0,$469.98,$335.68,$134.30,False
5364-1,1726 Digital Answering Machine,$20.99,34.0,$469.96,$713.66,$-243.70,False
5364-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,20.0,$469.98,$447.60,$22.38,False
5365-1,Smiths SlimLine Pencil Sharpener,$11.97,31.0,$94.01,$371.07,$-277.06,False
5365-1,Cando PC940 Copier,$449.99,16.0,"$2,505.56",$7199.84,$-4694.28,False
5365-1,"Steady Colorific Colored Pencils, 12/Box",$2.88,16.0,$132.48,$46.08,$86.40,False
5365-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,9.0,$65.36,$25.56,$39.80,False
5366-1,TechSavi Internet Navigator Keyboard,$30.98,50.0,"$3,152.14",$1549.00,$1603.14,False
5367-1,3Max Organizer Strips,$5.40,20.0,$48.60,$108.00,$-59.40,False
5367-1,Office Shears by Apex,$2.08,37.0,$89.44,$76.96,$12.48,False
5367-1,3Max Organizer Strips,$5.40,45.0,$48.60,$243.00,$-194.40,False
5367-1,3Max Organizer Strips,$5.40,33.0,$48.60,$178.20,$-129.60,False
5367-1,3Max Organizer Strips,$5.40,32.0,$48.60,$172.80,$-124.20,False
5367-1,3Max Organizer Strips,$5.40,4.0,$48.60,$21.60,$27.00,False
5367-1,3Max Organizer Strips,$5.40,6.0,$48.60,$32.40,$16.20,False
5367-1,3Max Organizer Strips,$5.40,28.0,$48.60,$151.20,$-102.60,False
5367-1,"Artisan Flip-Chart Easel Binder, Black",$22.38,8.0,$454.58,$179.04,$275.54,False
5367-1,3Max Organizer Strips,$5.40,39.0,$48.60,$210.60,$-162.00,False
5367-2,Office Shears by Apex,$2.08,16.0,$89.44,$33.28,$56.16,False
5367-2,Artisan Hi-Liter Fluorescent Desk Style Markers,$3.38,49.0,$89.44,$165.62,$-76.18,False
5367-2,Office Shears by Apex,$2.08,47.0,$89.44,$97.76,$-8.32,False
5367-2,Office Shears by Apex,$2.08,19.0,$88.40,$39.52,$48.88,False
5368-1,Economy Binders,$2.08,38.0,$4.26,$79.04,$-74.78,False
5368-1,3Max Organizer Strips,$5.40,8.0,$426.70,$43.20,$383.50,False
5368-1,Wirebound Voice Message Log Book,$4.76,33.0,$48.93,$157.08,$-108.15,False
5369-1,Cando S750 Color Inkjet Printer,$120.97,47.0,"$3,079.64",$5685.59,$-2605.95,False
5369-1,Smiths Pushpins,$1.88,20.0,$63.50,$37.60,$25.90,False
5369-1,Adesso Programmable 142-Key Keyboard,$152.48,30.0,"$4,090.52",$4574.40,$-483.88,False
5369-1,Artisan 487 Labels,$3.69,27.0,$49.36,$99.63,$-50.27,False
5369-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,28.0,$573.56,$204.40,$369.16,False
5369-1,"DrawIt Colored Pencils, 48-Color Set",$36.55,10.0,$62.92,$365.50,$-302.58,False
5369-1,Cando PC940 Copier,$449.99,37.0,$489.40,$16649.63,$-16160.23,False
5369-1,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",$136.98,41.0,"$2,465.64",$5616.18,$-3150.54,False
5369-1,Aluminum Document Frame,$12.22,46.0,$226.00,$562.12,$-336.12,False
5370-1,Pizazz Drawing Pencil Set,$2.78,22.0,$154.46,$61.16,$93.30,False
5370-1,Steady Liquid Accent Tank-Style Highlighters,$2.84,50.0,$53.54,$142.00,$-88.46,False
5370-1,Desktop 3-Pocket Hot File,$54.10,2.0,$273.89,$108.20,$165.69,False
5370-1,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",$2.10,1.0,$36.22,$2.10,$34.12,False
5371-1,"Angle-D Binders with Locking Rings, Label Holders",$7.30,27.0,$186.82,$197.10,$-10.28,False
5371-1,Apex Office Executive Series Stainless Steel Trimmers,$8.57,2.0,$206.96,$17.14,$189.82,False
5372-1,Artisan Poly Binder Pockets,$3.58,33.0,$137.64,$118.14,$19.50,False
5372-1,UGen Ultra Professional Cordless Optical Suite,$300.97,31.0,"$2,250.42",$9330.07,$-7079.65,False
5373-1,TypeRight Side-Opening Peel & Seel Expanding Envelopes,$90.48,1.0,$467.22,$90.48,$376.74,False
5373-1,Apex Box Cutter Scissors,$10.23,46.0,$273.30,$470.58,$-197.28,False
5373-1,Alto Memo Cubes,$5.18,21.0,$48.60,$108.78,$-60.18,False
5374-1,3Max Organizer Strips,$5.40,22.0,$167.18,$118.80,$48.38,False
5374-1,Artisan Printable Repositionable Plastic Tabs,$8.60,40.0,$151.48,$344.00,$-192.52,False
5374-1,Apex Preferred Stainless Steel Scissors,$5.68,46.0,$258.35,$261.28,$-2.93,False
5374-1,Apex Box Cutter Scissors,$10.23,27.0,$432.86,$276.21,$156.65,False
5375-1,3Max Organizer Strips,$5.40,33.0,$75.60,$178.20,$-102.60,False
5375-1,Artisan 474 Labels,$2.88,27.0,$95.29,$77.76,$17.53,False
5376-1,Smiths SlimLine Pencil Sharpener,$11.97,45.0,$153.98,$538.65,$-384.67,False
5377-1,Fluorescent Highlighters by DrawIt,$3.98,31.0,$163.18,$123.38,$39.80,False
5377-1,Smiths Metal Binder Clips,$2.62,30.0,$163.18,$78.60,$84.58,False
5377-1,Smiths Bolldog Clip,$3.78,33.0,$163.18,$124.74,$38.44,False
5378-1,Artisan 48 Labels,$6.30,46.0,$126.70,$289.80,$-163.10,False
5378-1,Artisan Hanging File Bins,$2.60,25.0,$122.10,$65.00,$57.10,False
5378-1,Artisan Poly Binder Pockets,$3.58,45.0,$87.60,$161.10,$-73.50,False
5378-1,Wirebound Voice Message Log Book,$4.76,3.0,$89.44,$14.28,$75.16,False
